row_no,item_code,description,qty,rate,amount,gst,total,_source_file,_folder,_project,unit,unit_2
Bill No: BILL/15/304,,Date: 06/11/13,,,,,,purchase_bills\SATTI_PLAZA_Bill_08_BILL_15_304.xlsx,purchase_bills,SATTI_PLAZA,,
Vendor: Metro Plumbing Supplies,PROJECT: SATTI_PLAZA,,,,,,,purchase_bills\SATTI_PLAZA_Bill_08_BILL_15_304.xlsx,purchase_bills,SATTI_PLAZA,,
PO Ref: PO-MALL-1735,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_08_BILL_15_304.xlsx,purchase_bills,SATTI_PLAZA,,
1,COMMODE STANDARD,toilet_std,340.8,11305.0,3852744.0,654966.48,4507710.48,purchase_bills\SATTI_PLAZA_Bill_08_BILL_15_304.xlsx,purchase_bills,SATTI_PLAZA,,
2,RETI (RIVER),River Sand,444.4,34.0,15109.6,2568.63,17678.23,purchase_bills\SATTI_PLAZA_Bill_08_BILL_15_304.xlsx,purchase_bills,SATTI_PLAZA,,
3,BRK-A,bricks_a,437.2,14080.0,6155776.0,,6155776.0,purchase_bills\SATTI_PLAZA_Bill_08_BILL_15_304.xlsx,purchase_bills,SATTI_PLAZA,,
4,"C.AGG 3/4""",Bajri 3/4,78.6,60.0,4716.0,,4716.0,purchase_bills\SATTI_PLAZA_Bill_08_BILL_15_304.xlsx,purchase_bills,SATTI_PLAZA,,
5,REBAR 5/8 INCH,STL-RB16,42.1,140.0,5894.0,1001.98,6895.98,purchase_bills\SATTI_PLAZA_Bill_08_BILL_15_304.xlsx,purchase_bills,SATTI_PLAZA,,
6,READY MIX M20,Ready Mix M20,401.6,413.0,165860.8,,165860.8,purchase_bills\SATTI_PLAZA_Bill_08_BILL_15_304.xlsx,purchase_bills,SATTI_PLAZA,,
7,CEMENT BAG 50KG,OPC Cement 50kg Bag,280.8,808.0,226886.4,38570.69,265457.09,purchase_bills\SATTI_PLAZA_Bill_08_BILL_15_304.xlsx,purchase_bills,SATTI_PLAZA,,
8,ALU-WIN4,ALU-WIN4,413.5,15877.0,6565139.5,,6565139.5,purchase_bills\SATTI_PLAZA_Bill_08_BILL_15_304.xlsx,purchase_bills,SATTI_PLAZA,,
9,"G.I.PIPE 1""","1"" GI Pipe",53.2,189.0,10054.8,1709.32,11764.12,purchase_bills\SATTI_PLAZA_Bill_08_BILL_15_304.xlsx,purchase_bills,SATTI_PLAZA,,
10,WIR-CP3,Copper Wire 3/.029,74.5,59.0,,,4395.5,purchase_bills\SATTI_PLAZA_Bill_08_BILL_15_304.xlsx,purchase_bills,SATTI_PLAZA,,
,,,,,17705393.7,,,purchase_bills\SATTI_PLAZA_Bill_08_BILL_15_304.xlsx,purchase_bills,SATTI_PLAZA,,
,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_08_BILL_15_304.xlsx,purchase_bills,SATTI_PLAZA,,
Prepared by:,TARIQ,,,,,,,purchase_bills\SATTI_PLAZA_Bill_08_BILL_15_304.xlsx,purchase_bills,SATTI_PLAZA,,
BILL-14-048   Allied Cables & Wires   09.12.2011,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_09_BILL-14-048.xlsx,purchase_bills,SATTI_PLAZA,,
1,,25KVA Genset,GEN-25K,,71874674.6,,,purchase_bills\SATTI_PLAZA_Bill_09_BILL-14-048.xlsx,purchase_bills,SATTI_PLAZA,73.4,979219
2,,"Tile 12x12""",floor_tile_12,,24493.7,,,purchase_bills\SATTI_PLAZA_Bill_09_BILL-14-048.xlsx,purchase_bills,SATTI_PLAZA,318.1,77
3,,W.C. Std.,SAN-WC,,3365457.6,,,purchase_bills\SATTI_PLAZA_Bill_09_BILL-14-048.xlsx,purchase_bills,SATTI_PLAZA,254.4,13229
4,,GalvPipe-2,GalvPipe-2,,70496.1,,,purchase_bills\SATTI_PLAZA_Bill_09_BILL-14-048.xlsx,purchase_bills,SATTI_PLAZA,211.7,333
5,,WIR-COP-7,Copper Wire 7/.029,,7690.0,,,purchase_bills\SATTI_PLAZA_Bill_09_BILL-14-048.xlsx,purchase_bills,SATTI_PLAZA,76.9,
6,,PIP-GI-1,GalvPipe-1,,64501.2,,,purchase_bills\SATTI_PLAZA_Bill_09_BILL-14-048.xlsx,purchase_bills,SATTI_PLAZA,393.3,164
7,,river_sand,SND-RV,,13410.0,,,purchase_bills\SATTI_PLAZA_Bill_09_BILL-14-048.xlsx,purchase_bills,SATTI_PLAZA,372.5,36
8,,Bajri 3/4,Bajri 3/4,,12672.0,,,purchase_bills\SATTI_PLAZA_Bill_09_BILL-14-048.xlsx,purchase_bills,SATTI_PLAZA,211.2,60/-
,,,,,76020075.19,,,purchase_bills\SATTI_PLAZA_Bill_09_BILL-14-048.xlsx,purchase_bills,SATTI_PLAZA,,Grand Total:
,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_09_BILL-14-048.xlsx,purchase_bills,SATTI_PLAZA,,Payment Status:
Prepared by:,,Kamran,,,,,,purchase_bills\SATTI_PLAZA_Bill_09_BILL-14-048.xlsx,purchase_bills,SATTI_PLAZA,,
Invoice #,,BILL 17 560,Vendor:,,,,,purchase_bills\SATTI_PLAZA_Bill_10_BILL 17 560.xlsx,purchase_bills,SATTI_PLAZA,Karachi Sanitary Depot,
Project,,SATTI_PLAZA,Date:,,,,,purchase_bills\SATTI_PLAZA_Bill_10_BILL 17 560.xlsx,purchase_bills,SATTI_PLAZA,2012/05/07,
1,,ALU-WIN4,al_window_4,,1494937.5,,,purchase_bills\SATTI_PLAZA_Bill_10_BILL 17 560.xlsx,purchase_bills,SATTI_PLAZA,113.9,13125
2,,MRB-IMP,MRB-IMP,,215376.4,,,purchase_bills\SATTI_PLAZA_Bill_10_BILL 17 560.xlsx,purchase_bills,SATTI_PLAZA,333.4,646
3,,AC-95sq,95mm² Armoured Cable,,50119.8,,,purchase_bills\SATTI_PLAZA_Bill_10_BILL 17 560.xlsx,purchase_bills,SATTI_PLAZA,61.8,811
4,,OIL-PAINT-W,White Oil Paint 4L,,935136.0,,,purchase_bills\SATTI_PLAZA_Bill_10_BILL 17 560.xlsx,purchase_bills,SATTI_PLAZA,458.4,2040
5,,CEMENT-50,OPC 50 KG,,375841.6,,,purchase_bills\SATTI_PLAZA_Bill_10_BILL 17 560.xlsx,purchase_bills,SATTI_PLAZA,402.4,TBD
6,,TIL-CER12,floor_tile_12,,23663.2,,,purchase_bills\SATTI_PLAZA_Bill_10_BILL 17 560.xlsx,purchase_bills,SATTI_PLAZA,268.9,88
7,,GEN-25K,Generator 25KVA,,439245062.0,,,purchase_bills\SATTI_PLAZA_Bill_10_BILL 17 560.xlsx,purchase_bills,SATTI_PLAZA,415.2,1057912
,,,,,442866300.0,,,purchase_bills\SATTI_PLAZA_Bill_10_BILL 17 560.xlsx,purchase_bills,SATTI_PLAZA,,Grand Total:
,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_10_BILL 17 560.xlsx,purchase_bills,SATTI_PLAZA,,Payment Status:
Prepared by:,,Asif,,,,,,purchase_bills\SATTI_PLAZA_Bill_10_BILL 17 560.xlsx,purchase_bills,SATTI_PLAZA,,
BILL-07-056   Crown Cement Pvt Ltd   28/08/12,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_11_BILL-07-056.xlsx,purchase_bills,SATTI_PLAZA,,
1,,Copper Wire 3/.029,Copper Wire 3/.029,,11634.8,,,purchase_bills\SATTI_PLAZA_Bill_11_BILL-07-056.xlsx,purchase_bills,SATTI_PLAZA,200.6,58.0
2,,M20 Concrete,RMC-M20,,180112.5,,,purchase_bills\SATTI_PLAZA_Bill_11_BILL-07-056.xlsx,purchase_bills,SATTI_PLAZA,480.3,375
3,,CEM-OPC-50,OPC 50 KG,,371424.0,,,purchase_bills\SATTI_PLAZA_Bill_11_BILL-07-056.xlsx,purchase_bills,SATTI_PLAZA,438,848
4,,MRB-IMP,Marble Wht,,270072.0,,,purchase_bills\SATTI_PLAZA_Bill_11_BILL-07-056.xlsx,purchase_bills,SATTI_PLAZA,372,726
,,,,,944275.54,,,purchase_bills\SATTI_PLAZA_Bill_11_BILL-07-056.xlsx,purchase_bills,SATTI_PLAZA,,Grand Total:
,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_11_BILL-07-056.xlsx,purchase_bills,SATTI_PLAZA,,Payment Status:
Prepared by:,,Kamran,,,,,,purchase_bills\SATTI_PLAZA_Bill_11_BILL-07-056.xlsx,purchase_bills,SATTI_PLAZA,,
Invoice #,BILL-08-688,Vendor:,Hafiz Glass & Aluminum,,,,,purchase_bills\SATTI_PLAZA_Bill_12_BILL-08-688.xlsx,purchase_bills,SATTI_PLAZA,,
Project,SATTI_PLAZA,Date:,"June 05, 2014",,,,,purchase_bills\SATTI_PLAZA_Bill_12_BILL-08-688.xlsx,purchase_bills,SATTI_PLAZA,,
1,COPPER WIRE 7/.029,CopWire7,58.9,99.0,5831.1,,6822.39,purchase_bills\SATTI_PLAZA_Bill_12_BILL-08-688.xlsx,purchase_bills,SATTI_PLAZA,,
2,ENAMEL WH.,Oil Paint (White) 4Ltr,446.6,1989.0,888287.4,,888287.4,purchase_bills\SATTI_PLAZA_Bill_12_BILL-08-688.xlsx,purchase_bills,SATTI_PLAZA,,
3,GRAVEL-3/4,coarse agg,447.5,56.0,25060.0,,25060.0,purchase_bills\SATTI_PLAZA_Bill_12_BILL-08-688.xlsx,purchase_bills,SATTI_PLAZA,,
4,PLY-MR12,Plywood 12mm MR,PKR 253,1930.0,488483.0,83042.11,571525.11,purchase_bills\SATTI_PLAZA_Bill_12_BILL-08-688.xlsx,purchase_bills,SATTI_PLAZA,,
5,ALM-W4,Alum Window 4ft,83.8,14789.0,1239318.2,210684.09,1450002.0,purchase_bills\SATTI_PLAZA_Bill_12_BILL-08-688.xlsx,purchase_bills,SATTI_PLAZA,,
6,PIP-GI2,"2"" GI Pipe",135.9,285.0,38731.5,,38731.5,purchase_bills\SATTI_PLAZA_Bill_12_BILL-08-688.xlsx,purchase_bills,SATTI_PLAZA,,
7,GLS-CLR-6,Sheesha 6mm,165.4,233.0,38538.2,6551.49,,purchase_bills\SATTI_PLAZA_Bill_12_BILL-08-688.xlsx,purchase_bills,SATTI_PLAZA,,
8,SAND-RIVER,river_sand,328.4,39.0,12807.6,2177.29,14984.89,purchase_bills\SATTI_PLAZA_Bill_12_BILL-08-688.xlsx,purchase_bills,SATTI_PLAZA,,
9,ARMOURED CABLE 95,arm_cable_95,8.3,947.0,7860.1,,,purchase_bills\SATTI_PLAZA_Bill_12_BILL-08-688.xlsx,purchase_bills,SATTI_PLAZA,,
,,,,,3049699.59,,,purchase_bills\SATTI_PLAZA_Bill_12_BILL-08-688.xlsx,purchase_bills,SATTI_PLAZA,,
,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_12_BILL-08-688.xlsx,purchase_bills,SATTI_PLAZA,,
Prepared by:,NASIR,,,,,,,purchase_bills\SATTI_PLAZA_Bill_12_BILL-08-688.xlsx,purchase_bills,SATTI_PLAZA,,
BILL 07 494   Green Marble & Granite   12-06-2013,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_13_BILL 07 494.xlsx,purchase_bills,SATTI_PLAZA,,
1,CEMENT BAG 50KG,OPC 50 KG,,974.0,,,,purchase_bills\SATTI_PLAZA_Bill_13_BILL 07 494.xlsx,purchase_bills,SATTI_PLAZA,75.6,
2,"G.I.PIPE 1""",gi_pipe_1inch,,165.0,49054.5,,,purchase_bills\SATTI_PLAZA_Bill_13_BILL 07 494.xlsx,purchase_bills,SATTI_PLAZA,297.3,
3,CLEAR GLASS 6,GLS-CLR6,,199.0,60635.3,,,purchase_bills\SATTI_PLAZA_Bill_13_BILL 07 494.xlsx,purchase_bills,SATTI_PLAZA,304.7,
4,ALM-WIN-4,Alum Window 4ft,,16249.0,5384918.6,,,purchase_bills\SATTI_PLAZA_Bill_13_BILL 07 494.xlsx,purchase_bills,SATTI_PLAZA,PKR 331,
5,25KVA GENSET,GENSET-25,,1006328.0,440771664.0,,,purchase_bills\SATTI_PLAZA_Bill_13_BILL 07 494.xlsx,purchase_bills,SATTI_PLAZA,438,
6,RMC_M20,rmc_m20,,411.0,119272.0,,,purchase_bills\SATTI_PLAZA_Bill_13_BILL 07 494.xlsx,purchase_bills,SATTI_PLAZA,290.2,
7,RED BRICK A-GRADE,Class A Brick,,11923.0,1580989.8,,,purchase_bills\SATTI_PLAZA_Bill_13_BILL 07 494.xlsx,purchase_bills,SATTI_PLAZA,PKR 133,
,,,,,523915403.38,,,purchase_bills\SATTI_PLAZA_Bill_13_BILL 07 494.xlsx,purchase_bills,SATTI_PLAZA,,
,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_13_BILL 07 494.xlsx,purchase_bills,SATTI_PLAZA,,
Prepared by:,NASIR,,,,,,,purchase_bills\SATTI_PLAZA_Bill_13_BILL 07 494.xlsx,purchase_bills,SATTI_PLAZA,,
Invoice #,BILL 07 159,Vendor:,Fazal Bricks & Tiles,,,,,purchase_bills\SATTI_PLAZA_Bill_14_BILL 07 159.xlsx,purchase_bills,SATTI_PLAZA,,
Project,SATTI_PLAZA,Date:,01.09.2012,,,,,purchase_bills\SATTI_PLAZA_Bill_14_BILL 07 159.xlsx,purchase_bills,SATTI_PLAZA,,
1,GI_PIPE_1INCH,gi_pipe_1inch,350,191.0,66850.0,11364.5,78214.5,purchase_bills\SATTI_PLAZA_Bill_14_BILL 07 159.xlsx,purchase_bills,SATTI_PLAZA,,
2,GEN-25KVA,GENSET-25,114.8,830311.0,95319702.8,16204349.48,111524052.28,purchase_bills\SATTI_PLAZA_Bill_14_BILL 07 159.xlsx,purchase_bills,SATTI_PLAZA,,
3,TIL-CER12,"Tile 12x12""",249.7,73.0,,,18228.1,purchase_bills\SATTI_PLAZA_Bill_14_BILL 07 159.xlsx,purchase_bills,SATTI_PLAZA,,
4,PLY_MR_12MM,PLY-MR12,309.5,2315.0,716492.0,121803.73,838296.23,purchase_bills\SATTI_PLAZA_Bill_14_BILL 07 159.xlsx,purchase_bills,SATTI_PLAZA,,
,,,,,112458791.11,,,purchase_bills\SATTI_PLAZA_Bill_14_BILL 07 159.xlsx,purchase_bills,SATTI_PLAZA,,
,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_14_BILL 07 159.xlsx,purchase_bills,SATTI_PLAZA,,
Prepared by:,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_14_BILL 07 159.xlsx,purchase_bills,SATTI_PLAZA,,
BILL-07-942   Al-Rehman Hardware   30-Apr-2014,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_15_BILL-07-942.xlsx,purchase_bills,SATTI_PLAZA,,
1,WHITE MARBLE IMP.,Imported White Marble,132.6,656.0,86985.6,,86985.6,purchase_bills\SATTI_PLAZA_Bill_15_BILL-07-942.xlsx,purchase_bills,SATTI_PLAZA,,
2,AL_WINDOW_4,4ft Aluminum Window,351.9,13471.0,4740444.9,805875.63,,purchase_bills\SATTI_PLAZA_Bill_15_BILL-07-942.xlsx,purchase_bills,SATTI_PLAZA,,
3,PIP-GI2,gi_pipe_2inch,138.2,352.0,,,48646.4,purchase_bills\SATTI_PLAZA_Bill_15_BILL-07-942.xlsx,purchase_bills,SATTI_PLAZA,,
4,PLY-MR12,PLY-MR12,,2035.0,214489.0,,214489.0,purchase_bills\SATTI_PLAZA_Bill_15_BILL-07-942.xlsx,purchase_bills,SATTI_PLAZA,,
5,6MM_GLASS,6mm Clear Glass,383.3,223.0,85475.9,14530.9,100006.8,purchase_bills\SATTI_PLAZA_Bill_15_BILL-07-942.xlsx,purchase_bills,SATTI_PLAZA,,
6,25KVA GENSET,GEN-25K,492.3,1068562.0,526053073.0,89429022.34,615482094.94,purchase_bills\SATTI_PLAZA_Bill_15_BILL-07-942.xlsx,purchase_bills,SATTI_PLAZA,,
7,ARM_CABLE_95,ARMD-CBL-95,199.9,898.0,179510.2,30516.73,210027.0,purchase_bills\SATTI_PLAZA_Bill_15_BILL-07-942.xlsx,purchase_bills,SATTI_PLAZA,,
8,COPWIRE3,3/0.029 Copper Wire,166.1,57.0,9467.7,1609.51,11077.21,purchase_bills\SATTI_PLAZA_Bill_15_BILL-07-942.xlsx,purchase_bills,SATTI_PLAZA,,
9,STL-RB12,rebar 1/2 inch,351.9,,43987.5,,43987.5,purchase_bills\SATTI_PLAZA_Bill_15_BILL-07-942.xlsx,purchase_bills,SATTI_PLAZA,,
,,,,,621743635.0,,,purchase_bills\SATTI_PLAZA_Bill_15_BILL-07-942.xlsx,purchase_bills,SATTI_PLAZA,,
,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_15_BILL-07-942.xlsx,purchase_bills,SATTI_PLAZA,,
Prepared by:,KAMRAN,,,,,,,purchase_bills\SATTI_PLAZA_Bill_15_BILL-07-942.xlsx,purchase_bills,SATTI_PLAZA,,
Bill No: BILL14201,,Date: 2012/02/01,,,,,,purchase_bills\SATTI_PLAZA_Bill_16_BILL14201.xlsx,purchase_bills,SATTI_PLAZA,,
Vendor: Crown Cement Pvt Ltd,PROJECT: SATTI_PLAZA,,,,,,,purchase_bills\SATTI_PLAZA_Bill_16_BILL14201.xlsx,purchase_bills,SATTI_PLAZA,,
PO Ref: PO-PLZ-259,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_16_BILL14201.xlsx,purchase_bills,SATTI_PLAZA,,
1,WIRE-7/029,wire_7029,,,41426.2,,,purchase_bills\SATTI_PLAZA_Bill_16_BILL14201.xlsx,purchase_bills,SATTI_PLAZA,481.7,
2,ENAMEL WH.,paint_oil_w,,1928.0,474866.4,,,purchase_bills\SATTI_PLAZA_Bill_16_BILL14201.xlsx,purchase_bills,SATTI_PLAZA,246.3,
3,MRB-IMP,Marble Wht,,647.0,261906.0,,,purchase_bills\SATTI_PLAZA_Bill_16_BILL14201.xlsx,purchase_bills,SATTI_PLAZA,404.8,
4,CNC-M20,RMC-M20,,394.0,63788.6,,,purchase_bills\SATTI_PLAZA_Bill_16_BILL14201.xlsx,purchase_bills,SATTI_PLAZA,161.9,
5,ARMD-CBL-95,AC-95sq,,969.0,286339.5,,,purchase_bills\SATTI_PLAZA_Bill_16_BILL14201.xlsx,purchase_bills,SATTI_PLAZA,TBD,
6,S.BAR 12MM,S.Bar 12mm,,119.0,44755.9,,,purchase_bills\SATTI_PLAZA_Bill_16_BILL14201.xlsx,purchase_bills,SATTI_PLAZA,376/-,
7,"G.I.PIPE 1""",gi_pipe_1inch,,157.0,60240.9,,,purchase_bills\SATTI_PLAZA_Bill_16_BILL14201.xlsx,purchase_bills,SATTI_PLAZA,,
8,STL-RB16,S.Bar 16mm,,145.0,21126.5,,,purchase_bills\SATTI_PLAZA_Bill_16_BILL14201.xlsx,purchase_bills,SATTI_PLAZA,145.7,
,,,,,1342454.79,,,purchase_bills\SATTI_PLAZA_Bill_16_BILL14201.xlsx,purchase_bills,SATTI_PLAZA,,
,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_16_BILL14201.xlsx,purchase_bills,SATTI_PLAZA,,
Prepared by:,NASIR,,,,,,,purchase_bills\SATTI_PLAZA_Bill_16_BILL14201.xlsx,purchase_bills,SATTI_PLAZA,,
BILL 16 456   Crown Cement Pvt Ltd   2014/04/09,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_17_BILL 16 456.xlsx,purchase_bills,SATTI_PLAZA,,
1,ALU-WIN4,ALM-W4,,14763.0,3082514.4,,,purchase_bills\SATTI_PLAZA_Bill_17_BILL 16 456.xlsx,purchase_bills,SATTI_PLAZA,,
2,WIRE-3/029,3/0.029 Copper Wire,,51.0,10914.0,,,purchase_bills\SATTI_PLAZA_Bill_17_BILL 16 456.xlsx,purchase_bills,SATTI_PLAZA,214,
3,S.BAR 12MM,Steel Bar 12,,127.0,51485.8,,,purchase_bills\SATTI_PLAZA_Bill_17_BILL 16 456.xlsx,purchase_bills,SATTI_PLAZA,TBD,
4,WC-STD,W.C. Std.,,11329.0,,,,purchase_bills\SATTI_PLAZA_Bill_17_BILL 16 456.xlsx,purchase_bills,SATTI_PLAZA,PKR 313,
5,MAR-W-IMP,MRB-IMP,,726.0,260634.0,,,purchase_bills\SATTI_PLAZA_Bill_17_BILL 16 456.xlsx,purchase_bills,SATTI_PLAZA,,
6,READY MIX M20,RMC-M20,,457.0,107166.0,,,purchase_bills\SATTI_PLAZA_Bill_17_BILL 16 456.xlsx,purchase_bills,SATTI_PLAZA,234.5,
7,BRK-CLS-A,Red Brick A-Grade,,12707.0,3020453.9,,,purchase_bills\SATTI_PLAZA_Bill_17_BILL 16 456.xlsx,purchase_bills,SATTI_PLAZA,237.7,
8,TIL-CER12,"Cer.Tile 12""",,84.0,32491.2,,,purchase_bills\SATTI_PLAZA_Bill_17_BILL 16 456.xlsx,purchase_bills,SATTI_PLAZA,PKR 387,
9,CBL-ARM95,Armoured Cable 95,,968.0,191276.8,,,purchase_bills\SATTI_PLAZA_Bill_17_BILL 16 456.xlsx,purchase_bills,SATTI_PLAZA,,
10,WIR-COP-7,WIRE-7/029,,89.0,21644.8,,,purchase_bills\SATTI_PLAZA_Bill_17_BILL 16 456.xlsx,purchase_bills,SATTI_PLAZA,243/-,
,,,,,11521584.13,,,purchase_bills\SATTI_PLAZA_Bill_17_BILL 16 456.xlsx,purchase_bills,SATTI_PLAZA,,
,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_17_BILL 16 456.xlsx,purchase_bills,SATTI_PLAZA,,
Prepared by:,KAMRAN,,,,,,,purchase_bills\SATTI_PLAZA_Bill_17_BILL 16 456.xlsx,purchase_bills,SATTI_PLAZA,,
BILL 17 123   Fazal Bricks & Tiles   10/08/12,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_18_BILL 17 123.xlsx,purchase_bills,SATTI_PLAZA,,
1,GI PIPE 2IN,GalvPipe-2,,347.0,24879.9,,,purchase_bills\SATTI_PLAZA_Bill_18_BILL 17 123.xlsx,purchase_bills,SATTI_PLAZA,71.7,
2,PLY-MR12,MR Ply 12,,2353.0,416716.3,,,purchase_bills\SATTI_PLAZA_Bill_18_BILL 17 123.xlsx,purchase_bills,SATTI_PLAZA,177.1,
3,CBL-ARM95,Armoured Cable 95,,790.0,119606.0,,,purchase_bills\SATTI_PLAZA_Bill_18_BILL 17 123.xlsx,purchase_bills,SATTI_PLAZA,PKR 151,
4,PAI-OIL-W,paint_oil_w,,1949.0,836315.9,,,purchase_bills\SATTI_PLAZA_Bill_18_BILL 17 123.xlsx,purchase_bills,SATTI_PLAZA,429.1,
5,6MM_GLASS,Sheesha 6mm,,223.0,56039.9,,,purchase_bills\SATTI_PLAZA_Bill_18_BILL 17 123.xlsx,purchase_bills,SATTI_PLAZA,251.3,
6,GEN-25KVA,25 KVA Generator,,844486.0,353332942.0,,,purchase_bills\SATTI_PLAZA_Bill_18_BILL 17 123.xlsx,purchase_bills,SATTI_PLAZA,418.4,
7,CLASS A BRICK,bricks_a,,14521.0,3593947.5,,,purchase_bills\SATTI_PLAZA_Bill_18_BILL 17 123.xlsx,purchase_bills,SATTI_PLAZA,PKR 248,
8,STL-RB12,S.Bar 12mm,,145.0,35989.0,,,purchase_bills\SATTI_PLAZA_Bill_18_BILL 17 123.xlsx,purchase_bills,SATTI_PLAZA,248.2,
9,ALUM WINDOW 4FT,ALU-WIN4,,12579.0,5008957.8,,,purchase_bills\SATTI_PLAZA_Bill_18_BILL 17 123.xlsx,purchase_bills,SATTI_PLAZA,398.2,
10,PIP-GI1,gi_pipe_1inch,,192.0,10195.2,,,purchase_bills\SATTI_PLAZA_Bill_18_BILL 17 123.xlsx,purchase_bills,SATTI_PLAZA,TBD,
,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_18_BILL 17 123.xlsx,purchase_bills,SATTI_PLAZA,,
,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_18_BILL 17 123.xlsx,purchase_bills,SATTI_PLAZA,,
Prepared by:,NASIR,,,,,,,purchase_bills\SATTI_PLAZA_Bill_18_BILL 17 123.xlsx,purchase_bills,SATTI_PLAZA,,
Bill No: BILL-18-591,,,Date: 10-26-2013,,,,,purchase_bills\SATTI_PLAZA_Bill_19_BILL-18-591.xlsx,purchase_bills,SATTI_PLAZA,,
Vendor: National Paint House,,Project: SATTI_PLAZA,,,,,,purchase_bills\SATTI_PLAZA_Bill_19_BILL-18-591.xlsx,purchase_bills,SATTI_PLAZA,,
PO Ref: PO-APT-7097,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_19_BILL-18-591.xlsx,purchase_bills,SATTI_PLAZA,,
1,,RMC-M20,RMC-M20,,198653.0,,,purchase_bills\SATTI_PLAZA_Bill_19_BILL-18-591.xlsx,purchase_bills,SATTI_PLAZA,481,413
2,,GI PIPE 2IN,"2"" GI Pipe",,43650.8,,,purchase_bills\SATTI_PLAZA_Bill_19_BILL-18-591.xlsx,purchase_bills,SATTI_PLAZA,PKR 154,284
3,,arm_cable_95,arm_cable_95,,268903.6,,,purchase_bills\SATTI_PLAZA_Bill_19_BILL-18-591.xlsx,purchase_bills,SATTI_PLAZA,PKR 280,959
4,,gi_pipe_1inch,PIP-GI1,,23699.1,,,purchase_bills\SATTI_PLAZA_Bill_19_BILL-18-591.xlsx,purchase_bills,SATTI_PLAZA,120.3,197
5,,"Cer.Tile 12""",TIL-CER12,,23436.5,,,purchase_bills\SATTI_PLAZA_Bill_19_BILL-18-591.xlsx,purchase_bills,SATTI_PLAZA,246.7,95/-
6,,al_window_4,Alum Window 4ft,,550478.4,,,purchase_bills\SATTI_PLAZA_Bill_19_BILL-18-591.xlsx,purchase_bills,SATTI_PLAZA,43.8,12568
7,,WIR-CP7,wire_7029,,32153.8,,,purchase_bills\SATTI_PLAZA_Bill_19_BILL-18-591.xlsx,purchase_bills,SATTI_PLAZA,328.1,98
8,,paint_oil_w,paint_oil_w,,142279.0,,,purchase_bills\SATTI_PLAZA_Bill_19_BILL-18-591.xlsx,purchase_bills,SATTI_PLAZA,79/-,1801
,,,,,1396421.25,,,purchase_bills\SATTI_PLAZA_Bill_19_BILL-18-591.xlsx,purchase_bills,SATTI_PLAZA,,Grand Total:
,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_19_BILL-18-591.xlsx,purchase_bills,SATTI_PLAZA,,Payment Status:
Prepared by:,,Asif,,,,,,purchase_bills\SATTI_PLAZA_Bill_19_BILL-18-591.xlsx,purchase_bills,SATTI_PLAZA,,
Invoice #,BILL/14/297,Vendor:,,,,,,purchase_bills\SATTI_PLAZA_Bill_20_BILL_14_297.xlsx,purchase_bills,SATTI_PLAZA,Hafiz Glass & Aluminum,
Project,SATTI_PLAZA,Date:,,,,,,purchase_bills\SATTI_PLAZA_Bill_20_BILL_14_297.xlsx,purchase_bills,SATTI_PLAZA,16/06/2013,
1,GI_PIPE_2INCH,"2"" GI Pipe",,302.0,18331.4,,,purchase_bills\SATTI_PLAZA_Bill_20_BILL_14_297.xlsx,purchase_bills,SATTI_PLAZA,TBD,
2,CEM-OPC50,CEMENT-50,,1090.0,337900.0,,,purchase_bills\SATTI_PLAZA_Bill_20_BILL_14_297.xlsx,purchase_bills,SATTI_PLAZA,310.0,
3,WIRE-7/029,WIR-CP7,,105.0,39910.5,,,purchase_bills\SATTI_PLAZA_Bill_20_BILL_14_297.xlsx,purchase_bills,SATTI_PLAZA,380/-,
4,WC-STD,Standard WC/Commode,,13641.0,2385810.9,,,purchase_bills\SATTI_PLAZA_Bill_20_BILL_14_297.xlsx,purchase_bills,SATTI_PLAZA,174.9,
5,MR PLY 12,MR Ply 12,,2232.0,840124.8,,,purchase_bills\SATTI_PLAZA_Bill_20_BILL_14_297.xlsx,purchase_bills,SATTI_PLAZA,376.4,
