row_no,item_of_work,unit,qty,rate,amount,remarks,_source_file,_folder,_project
,,,,,1508590.33,,contractor_bills\SATTI_APTS_C003_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,4066001.9,,contractor_bills\SATTI_APTS_C003_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,150859.03,,contractor_bills\SATTI_APTS_C003_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,1357731.3,,contractor_bills\SATTI_APTS_C003_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Prepared:,,Checked:,,,,,contractor_bills\SATTI_APTS_C003_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Bill No:,RB-SAT-C003-03,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Date:,03/02/18,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Project:,SATTI_APTS,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Contractor:,Rehman Plumbing Works,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Scope:,Plumbing,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Contract Value:,11619234.42,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_03.xlsx,contractor_bills,SATTI_APTS
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_03.xlsx,contractor_bills,SATTI_APTS
1,Door Frame,nos,3567.4,650.0,2318810.0,As per BOQ,contractor_bills\SATTI_APTS_C003_RunBill_03.xlsx,contractor_bills,SATTI_APTS
2,Painting,sft,PKR 463,58.0,26836.6,Disputed,contractor_bills\SATTI_APTS_C003_RunBill_03.xlsx,contractor_bills,SATTI_APTS
3,Window Frame,nos,3845.8,431.0,1657539.8,,contractor_bills\SATTI_APTS_C003_RunBill_03.xlsx,contractor_bills,SATTI_APTS
4,Flooring,sft,1241.4,876.0,1087466.4,,contractor_bills\SATTI_APTS_C003_RunBill_03.xlsx,contractor_bills,SATTI_APTS
5,Electrical Wiring,point,4530.1,2274.0,10301447.4,Verified,contractor_bills\SATTI_APTS_C003_RunBill_03.xlsx,contractor_bills,SATTI_APTS
6,RCC M20,cft,2493.8,,725695.8,,contractor_bills\SATTI_APTS_C003_RunBill_03.xlsx,contractor_bills,SATTI_APTS
7,Brick Masonry,cft,4062.4,1182.0,,Verified,contractor_bills\SATTI_APTS_C003_RunBill_03.xlsx,contractor_bills,SATTI_APTS
,,,,,853794.26,,contractor_bills\SATTI_APTS_C003_RunBill_03.xlsx,contractor_bills,SATTI_APTS
,,,,,7261459.43,,contractor_bills\SATTI_APTS_C003_RunBill_03.xlsx,contractor_bills,SATTI_APTS
,,,,,85379.43,,contractor_bills\SATTI_APTS_C003_RunBill_03.xlsx,contractor_bills,SATTI_APTS
,,,,,768414.8300000001,,contractor_bills\SATTI_APTS_C003_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Prepared:,,Checked:,,,,,contractor_bills\SATTI_APTS_C003_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Bill No:,RB-SAT-C003-04,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_04.xlsx,contractor_bills,SATTI_APTS
Date:,03/10/2017,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_04.xlsx,contractor_bills,SATTI_APTS
Project:,SATTI_APTS,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_04.xlsx,contractor_bills,SATTI_APTS
Contractor:,Rehman Plumbing Works,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_04.xlsx,contractor_bills,SATTI_APTS
Scope:,Plumbing,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_04.xlsx,contractor_bills,SATTI_APTS
Contract Value:,"PKR 7,294,175",,,,,,contractor_bills\SATTI_APTS_C003_RunBill_04.xlsx,contractor_bills,SATTI_APTS
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_APTS_C003_RunBill_04.xlsx,contractor_bills,SATTI_APTS
1,Plastering,sft,,447.0,859491.6,,contractor_bills\SATTI_APTS_C003_RunBill_04.xlsx,contractor_bills,SATTI_APTS
2,PCC 1:4:8,cft,746,1155.0,861630.0,Disputed,contractor_bills\SATTI_APTS_C003_RunBill_04.xlsx,contractor_bills,SATTI_APTS
3,Plumbing Fixture,nos,1260.9,75.0,94567.5,Disputed,contractor_bills\SATTI_APTS_C003_RunBill_04.xlsx,contractor_bills,SATTI_APTS
4,Painting,sft,4299.7,1781.0,7657765.7,Disputed,contractor_bills\SATTI_APTS_C003_RunBill_04.xlsx,contractor_bills,SATTI_APTS
5,Door Frame,nos,3461.2,927.0,3208532.4,,contractor_bills\SATTI_APTS_C003_RunBill_04.xlsx,contractor_bills,SATTI_APTS
6,Brick Masonry,cft,3040.8,1046.0,3180676.8,,contractor_bills\SATTI_APTS_C003_RunBill_04.xlsx,contractor_bills,SATTI_APTS
7,Electrical Wiring,point,"2,961/-",623.0,1844516.1,As per BOQ,contractor_bills\SATTI_APTS_C003_RunBill_04.xlsx,contractor_bills,SATTI_APTS
,,,,,435452.63,,contractor_bills\SATTI_APTS_C003_RunBill_04.xlsx,contractor_bills,SATTI_APTS
,,,,,187277.0,,contractor_bills\SATTI_APTS_C003_RunBill_04.xlsx,contractor_bills,SATTI_APTS
,,,,,43545.26,,contractor_bills\SATTI_APTS_C003_RunBill_04.xlsx,contractor_bills,SATTI_APTS
,,,,,391907.37,,contractor_bills\SATTI_APTS_C003_RunBill_04.xlsx,contractor_bills,SATTI_APTS
Prepared:,,Checked:,,,,,contractor_bills\SATTI_APTS_C003_RunBill_04.xlsx,contractor_bills,SATTI_APTS
Bill No:,RB-SAT-C004-01,,,,,,contractor_bills\SATTI_APTS_C004_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Date:,27-Oct-2017,,,,,,contractor_bills\SATTI_APTS_C004_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Project:,SATTI_APTS,,,,,,contractor_bills\SATTI_APTS_C004_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Contractor:,Noor Finishing & Interior,,,,,,contractor_bills\SATTI_APTS_C004_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Scope:,Finishing,,,,,,contractor_bills\SATTI_APTS_C004_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Contract Value:,3400214.55,,,,,,contractor_bills\SATTI_APTS_C004_RunBill_01.xlsx,contractor_bills,SATTI_APTS
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_APTS_C004_RunBill_01.xlsx,contractor_bills,SATTI_APTS
1,Excavation,cft,4303.0,1886.0,,As per BOQ,contractor_bills\SATTI_APTS_C004_RunBill_01.xlsx,contractor_bills,SATTI_APTS
2,Brick Masonry,cft,3220.9,1231.0,3964927.9,Verified,contractor_bills\SATTI_APTS_C004_RunBill_01.xlsx,contractor_bills,SATTI_APTS
3,Window Frame,nos,2455.6,1537.0,,Verified,contractor_bills\SATTI_APTS_C004_RunBill_01.xlsx,contractor_bills,SATTI_APTS
4,Plastering,sft,4416.4,961.0,4244160.4,,contractor_bills\SATTI_APTS_C004_RunBill_01.xlsx,contractor_bills,SATTI_APTS
5,PCC 1:4:8,cft,1880.2,2353.0,4424111.0,,contractor_bills\SATTI_APTS_C004_RunBill_01.xlsx,contractor_bills,SATTI_APTS
6,Flooring,sft,TBD,122.0,110300.2,,contractor_bills\SATTI_APTS_C004_RunBill_01.xlsx,contractor_bills,SATTI_APTS
7,Electrical Wiring,point,79.4,,197864.8,Disputed,contractor_bills\SATTI_APTS_C004_RunBill_01.xlsx,contractor_bills,SATTI_APTS
8,Painting,sft,312.1,1389.0,433506.9,,contractor_bills\SATTI_APTS_C004_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,212755.51,,contractor_bills\SATTI_APTS_C004_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,995189.0,,contractor_bills\SATTI_APTS_C004_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,21275.55,,contractor_bills\SATTI_APTS_C004_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,191479.96,,contractor_bills\SATTI_APTS_C004_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Prepared:,,Checked:,,,,,contractor_bills\SATTI_APTS_C004_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Bill No:,RB-SAT-C004-02,,,,,,contractor_bills\SATTI_APTS_C004_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Date:,20-May-2015,,,,,,contractor_bills\SATTI_APTS_C004_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Project:,SATTI_APTS,,,,,,contractor_bills\SATTI_APTS_C004_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Contractor:,Noor Finishing & Interior,,,,,,contractor_bills\SATTI_APTS_C004_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Scope:,Finishing,,,,,,contractor_bills\SATTI_APTS_C004_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Contract Value:,13378497.72,,,,,,contractor_bills\SATTI_APTS_C004_RunBill_02.xlsx,contractor_bills,SATTI_APTS
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_APTS_C004_RunBill_02.xlsx,contractor_bills,SATTI_APTS
1,Painting,sft,4089.9,1398.0,5717680.2,As per BOQ,contractor_bills\SATTI_APTS_C004_RunBill_02.xlsx,contractor_bills,SATTI_APTS
2,Plastering,sft,3506.6,2479.0,8692861.0,,contractor_bills\SATTI_APTS_C004_RunBill_02.xlsx,contractor_bills,SATTI_APTS
3,Excavation,cft,"PKR 1,944",903.0,1755612.6,Disputed,contractor_bills\SATTI_APTS_C004_RunBill_02.xlsx,contractor_bills,SATTI_APTS
4,RCC M20,cft,4153.9,1810.0,7518559.0,Disputed,contractor_bills\SATTI_APTS_C004_RunBill_02.xlsx,contractor_bills,SATTI_APTS
5,Door Frame,nos,2769.3,794.0,2198824.2,,contractor_bills\SATTI_APTS_C004_RunBill_02.xlsx,contractor_bills,SATTI_APTS
6,Electrical Wiring,point,2268.7,51.0,115703.7,Disputed,contractor_bills\SATTI_APTS_C004_RunBill_02.xlsx,contractor_bills,SATTI_APTS
7,Plumbing Fixture,nos,4968.6,1896.0,9420466.0,,contractor_bills\SATTI_APTS_C004_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,2558026.89,,contractor_bills\SATTI_APTS_C004_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,6417339.19,,contractor_bills\SATTI_APTS_C004_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,255802.69,,contractor_bills\SATTI_APTS_C004_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,,,contractor_bills\SATTI_APTS_C004_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Prepared:,,Checked:,,,,,contractor_bills\SATTI_APTS_C004_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Bill No:,RB-SAT-C004-03,,,,,,contractor_bills\SATTI_APTS_C004_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Date:,04/06/15,,,,,,contractor_bills\SATTI_APTS_C004_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Project:,SATTI_APTS,,,,,,contractor_bills\SATTI_APTS_C004_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Contractor:,Noor Finishing & Interior,,,,,,contractor_bills\SATTI_APTS_C004_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Scope:,Finishing,,,,,,contractor_bills\SATTI_APTS_C004_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Contract Value:,2905607.27,,,,,,contractor_bills\SATTI_APTS_C004_RunBill_03.xlsx,contractor_bills,SATTI_APTS
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_APTS_C004_RunBill_03.xlsx,contractor_bills,SATTI_APTS
1,PCC 1:4:8,cft,1425.6,2001.0,2852625.6,,contractor_bills\SATTI_APTS_C004_RunBill_03.xlsx,contractor_bills,SATTI_APTS
2,Electrical Wiring,point,2776.4,1423.0,,As per BOQ,contractor_bills\SATTI_APTS_C004_RunBill_03.xlsx,contractor_bills,SATTI_APTS
3,Brick Masonry,cft,819.4,,1746960.8,,contractor_bills\SATTI_APTS_C004_RunBill_03.xlsx,contractor_bills,SATTI_APTS
4,Painting,sft,143,1433.0,204919.0,As per BOQ,contractor_bills\SATTI_APTS_C004_RunBill_03.xlsx,contractor_bills,SATTI_APTS
,,,,,539332.29,,contractor_bills\SATTI_APTS_C004_RunBill_03.xlsx,contractor_bills,SATTI_APTS
,,,,,1569472.66,,contractor_bills\SATTI_APTS_C004_RunBill_03.xlsx,contractor_bills,SATTI_APTS
,,,,,53933.0,,contractor_bills\SATTI_APTS_C004_RunBill_03.xlsx,contractor_bills,SATTI_APTS
,,,,,485399.0600000001,,contractor_bills\SATTI_APTS_C004_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Prepared:,,Checked:,,,,,contractor_bills\SATTI_APTS_C004_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Bill No:,RB-SAT-C005-01,,,,,,contractor_bills\SATTI_APTS_C005_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Date:,26/08/17,,,,,,contractor_bills\SATTI_APTS_C005_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Project:,SATTI_APTS,,,,,,contractor_bills\SATTI_APTS_C005_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Contractor:,Baig Steel Fabricators,,,,,,contractor_bills\SATTI_APTS_C005_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Scope:,Steel/Metal,,,,,,contractor_bills\SATTI_APTS_C005_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Contract Value:,11811098.32,,,,,,contractor_bills\SATTI_APTS_C005_RunBill_01.xlsx,contractor_bills,SATTI_APTS
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_APTS_C005_RunBill_01.xlsx,contractor_bills,SATTI_APTS
1,Electrical Wiring,point,"2,237/-",1772.0,3964318.4,As per BOQ,contractor_bills\SATTI_APTS_C005_RunBill_01.xlsx,contractor_bills,SATTI_APTS
2,RCC M20,cft,4276.3,721.0,3083212.3,Disputed,contractor_bills\SATTI_APTS_C005_RunBill_01.xlsx,contractor_bills,SATTI_APTS
3,Plumbing Fixture,nos,523.4,2269.0,1187594.6,Disputed,contractor_bills\SATTI_APTS_C005_RunBill_01.xlsx,contractor_bills,SATTI_APTS
4,Flooring,sft,1150.6,61.0,70186.6,Verified,contractor_bills\SATTI_APTS_C005_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,1286503.45,,contractor_bills\SATTI_APTS_C005_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,6212045.0,,contractor_bills\SATTI_APTS_C005_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,,,contractor_bills\SATTI_APTS_C005_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,1157853.0999999999,,contractor_bills\SATTI_APTS_C005_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Prepared:,,Checked:,,,,,contractor_bills\SATTI_APTS_C005_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Bill No:,RB-SAT-C005-02,,,,,,contractor_bills\SATTI_APTS_C005_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Date:,22-Feb-2017,,,,,,contractor_bills\SATTI_APTS_C005_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Project:,SATTI_APTS,,,,,,contractor_bills\SATTI_APTS_C005_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Contractor:,Baig Steel Fabricators,,,,,,contractor_bills\SATTI_APTS_C005_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Scope:,Steel/Metal,,,,,,contractor_bills\SATTI_APTS_C005_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Contract Value:,"10,520,707/-",,,,,,contractor_bills\SATTI_APTS_C005_RunBill_02.xlsx,contractor_bills,SATTI_APTS
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_APTS_C005_RunBill_02.xlsx,contractor_bills,SATTI_APTS
1,RCC M20,cft,4095,1589.0,6506955.0,,contractor_bills\SATTI_APTS_C005_RunBill_02.xlsx,contractor_bills,SATTI_APTS
2,PCC 1:4:8,cft,3682.4,2424.0,8926137.6,Disputed,contractor_bills\SATTI_APTS_C005_RunBill_02.xlsx,contractor_bills,SATTI_APTS
3,Window Frame,nos,1917.2,1458.0,2795277.6,,contractor_bills\SATTI_APTS_C005_RunBill_02.xlsx,contractor_bills,SATTI_APTS
4,Brick Masonry,cft,2795.4,918.0,2566177.0,Verified,contractor_bills\SATTI_APTS_C005_RunBill_02.xlsx,contractor_bills,SATTI_APTS
5,Painting,sft,2719.1,760.0,2066516.0,,contractor_bills\SATTI_APTS_C005_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,1085672.36,,contractor_bills\SATTI_APTS_C005_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,6333906.32,,contractor_bills\SATTI_APTS_C005_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,,,contractor_bills\SATTI_APTS_C005_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,977105.1200000001,,contractor_bills\SATTI_APTS_C005_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Prepared:,,Checked:,,,,,contractor_bills\SATTI_APTS_C005_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Bill No:,RB-SAT-C006-01,,,,,,contractor_bills\SATTI_APTS_C006_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Date:,2016/12/16,,,,,,contractor_bills\SATTI_APTS_C006_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Project:,SATTI_APTS,,,,,,contractor_bills\SATTI_APTS_C006_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Contractor:,Qamar Civil Engineers,,,,,,contractor_bills\SATTI_APTS_C006_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Scope:,Civil Works,,,,,,contractor_bills\SATTI_APTS_C006_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Contract Value:,10642325.72,,,,,,contractor_bills\SATTI_APTS_C006_RunBill_01.xlsx,contractor_bills,SATTI_APTS
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_APTS_C006_RunBill_01.xlsx,contractor_bills,SATTI_APTS
1,Plumbing Fixture,nos,2766.8,512.0,1416601.6,,contractor_bills\SATTI_APTS_C006_RunBill_01.xlsx,contractor_bills,SATTI_APTS
2,Flooring,sft,855.9,448.0,383443.2,As per BOQ,contractor_bills\SATTI_APTS_C006_RunBill_01.xlsx,contractor_bills,SATTI_APTS
3,RCC M20,cft,3942.4,1533.0,6043699.2,Disputed,contractor_bills\SATTI_APTS_C006_RunBill_01.xlsx,contractor_bills,SATTI_APTS
4,Plastering,sft,2055.4,51.0,104825.4,,contractor_bills\SATTI_APTS_C006_RunBill_01.xlsx,contractor_bills,SATTI_APTS
5,Brick Masonry,cft,"1,813/-",526.0,953585.4,,contractor_bills\SATTI_APTS_C006_RunBill_01.xlsx,contractor_bills,SATTI_APTS
6,PCC 1:4:8,cft,3076.5,172.0,529158.0,As per BOQ,contractor_bills\SATTI_APTS_C006_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,,,contractor_bills\SATTI_APTS_C006_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,,,contractor_bills\SATTI_APTS_C006_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,129489.32,,contractor_bills\SATTI_APTS_C006_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,1165404.0,,contractor_bills\SATTI_APTS_C006_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Prepared:,,Checked:,,,,,contractor_bills\SATTI_APTS_C006_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Bill No:,RB-SAT-C006-02,,,,,,contractor_bills\SATTI_APTS_C006_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Date:,2018/06/25,,,,,,contractor_bills\SATTI_APTS_C006_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Project:,SATTI_APTS,,,,,,contractor_bills\SATTI_APTS_C006_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Contractor:,Qamar Civil Engineers,,,,,,contractor_bills\SATTI_APTS_C006_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Scope:,Civil Works,,,,,,contractor_bills\SATTI_APTS_C006_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Contract Value:,3721795.34,,,,,,contractor_bills\SATTI_APTS_C006_RunBill_02.xlsx,contractor_bills,SATTI_APTS
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_APTS_C006_RunBill_02.xlsx,contractor_bills,SATTI_APTS
1,Painting,sft,2229.0,1093.0,2436297.0,As per BOQ,contractor_bills\SATTI_APTS_C006_RunBill_02.xlsx,contractor_bills,SATTI_APTS
2,Brick Masonry,cft,582.2,1625.0,946075.0,Disputed,contractor_bills\SATTI_APTS_C006_RunBill_02.xlsx,contractor_bills,SATTI_APTS
3,Door Frame,nos,4694.1,1803.0,8463462.3,,contractor_bills\SATTI_APTS_C006_RunBill_02.xlsx,contractor_bills,SATTI_APTS
4,RCC M20,cft,991.2,488.0,483705.6,Disputed,contractor_bills\SATTI_APTS_C006_RunBill_02.xlsx,contractor_bills,SATTI_APTS
5,PCC 1:4:8,cft,4472.5,1893.0,8466442.5,,contractor_bills\SATTI_APTS_C006_RunBill_02.xlsx,contractor_bills,SATTI_APTS
6,Window Frame,nos,3122.1,160.0,499536.0,Verified,contractor_bills\SATTI_APTS_C006_RunBill_02.xlsx,contractor_bills,SATTI_APTS
7,Electrical Wiring,point,PKR 509,1399.0,712650.6,,contractor_bills\SATTI_APTS_C006_RunBill_02.xlsx,contractor_bills,SATTI_APTS
8,Excavation,cft,TBD,784.0,746368.0,As per BOQ,contractor_bills\SATTI_APTS_C006_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,573990.82,,contractor_bills\SATTI_APTS_C006_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,2220142.4,,contractor_bills\SATTI_APTS_C006_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,57399.08,,contractor_bills\SATTI_APTS_C006_RunBill_02.xlsx,contractor_bills,SATTI_APTS
,,,,,,,contractor_bills\SATTI_APTS_C006_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Prepared:,,Checked:,,,,,contractor_bills\SATTI_APTS_C006_RunBill_02.xlsx,contractor_bills,SATTI_APTS
Bill No:,RB-SAT-C006-03,,,,,,contractor_bills\SATTI_APTS_C006_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Date:,01.09.2016,,,,,,contractor_bills\SATTI_APTS_C006_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Project:,SATTI_APTS,,,,,,contractor_bills\SATTI_APTS_C006_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Contractor:,Qamar Civil Engineers,,,,,,contractor_bills\SATTI_APTS_C006_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Scope:,Civil Works,,,,,,contractor_bills\SATTI_APTS_C006_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Contract Value:,5507581.6,,,,,,contractor_bills\SATTI_APTS_C006_RunBill_03.xlsx,contractor_bills,SATTI_APTS
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_APTS_C006_RunBill_03.xlsx,contractor_bills,SATTI_APTS
1,Plastering,sft,2509.3,876.0,2198146.8,As per BOQ,contractor_bills\SATTI_APTS_C006_RunBill_03.xlsx,contractor_bills,SATTI_APTS
2,PCC 1:4:8,cft,3633.3,624.0,2267179.2,,contractor_bills\SATTI_APTS_C006_RunBill_03.xlsx,contractor_bills,SATTI_APTS
3,Excavation,cft,1109.7,1357.0,1505862.9,Disputed,contractor_bills\SATTI_APTS_C006_RunBill_03.xlsx,contractor_bills,SATTI_APTS
4,Window Frame,nos,1475.1,1166.0,1719966.6,Disputed,contractor_bills\SATTI_APTS_C006_RunBill_03.xlsx,contractor_bills,SATTI_APTS
5,Plumbing Fixture,nos,3641.4,252.0,917632.8,Verified,contractor_bills\SATTI_APTS_C006_RunBill_03.xlsx,contractor_bills,SATTI_APTS
6,RCC M20,cft,1289.5,1065.0,1373317.5,As per BOQ,contractor_bills\SATTI_APTS_C006_RunBill_03.xlsx,contractor_bills,SATTI_APTS
7,Electrical Wiring,point,4623.8,2258.0,10440540.4,,contractor_bills\SATTI_APTS_C006_RunBill_03.xlsx,contractor_bills,SATTI_APTS
,,,,,933092.19,,contractor_bills\SATTI_APTS_C006_RunBill_03.xlsx,contractor_bills,SATTI_APTS
,,,,,3010627.82,,contractor_bills\SATTI_APTS_C006_RunBill_03.xlsx,contractor_bills,SATTI_APTS
,,,,,93309.22,,contractor_bills\SATTI_APTS_C006_RunBill_03.xlsx,contractor_bills,SATTI_APTS
,,,,,839782.97,,contractor_bills\SATTI_APTS_C006_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Prepared:,,Checked:,,,,,contractor_bills\SATTI_APTS_C006_RunBill_03.xlsx,contractor_bills,SATTI_APTS
Bill No:,RB-SAT-C007-01,,,,,,contractor_bills\SATTI_APTS_C007_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Date:,13/09/2017,,,,,,contractor_bills\SATTI_APTS_C007_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Project:,SATTI_APTS,,,,,,contractor_bills\SATTI_APTS_C007_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Contractor:,Bilal Tiles & Flooring,,,,,,contractor_bills\SATTI_APTS_C007_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Scope:,Flooring,,,,,,contractor_bills\SATTI_APTS_C007_RunBill_01.xlsx,contractor_bills,SATTI_APTS
Contract Value:,"PKR 7,392,980",,,,,,contractor_bills\SATTI_APTS_C007_RunBill_01.xlsx,contractor_bills,SATTI_APTS
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_APTS_C007_RunBill_01.xlsx,contractor_bills,SATTI_APTS
1,Brick Masonry,cft,121,1041.0,125961.0,As per BOQ,contractor_bills\SATTI_APTS_C007_RunBill_01.xlsx,contractor_bills,SATTI_APTS
2,Plumbing Fixture,nos,925.2,1055.0,976086.0,,contractor_bills\SATTI_APTS_C007_RunBill_01.xlsx,contractor_bills,SATTI_APTS
3,Excavation,cft,3857.8,1158.0,4467332.4,Verified,contractor_bills\SATTI_APTS_C007_RunBill_01.xlsx,contractor_bills,SATTI_APTS
4,Flooring,sft,4043.6,164.0,663150.4,Verified,contractor_bills\SATTI_APTS_C007_RunBill_01.xlsx,contractor_bills,SATTI_APTS
5,Electrical Wiring,point,854.1,1312.0,1120579.2,Disputed,contractor_bills\SATTI_APTS_C007_RunBill_01.xlsx,contractor_bills,SATTI_APTS
6,Painting,sft,4220.7,2007.0,8470944.9,Verified,contractor_bills\SATTI_APTS_C007_RunBill_01.xlsx,contractor_bills,SATTI_APTS
7,Door Frame,nos,703.6,339.0,238520.4,Disputed,contractor_bills\SATTI_APTS_C007_RunBill_01.xlsx,contractor_bills,SATTI_APTS
8,PCC 1:4:8,cft,3826.6,1385.0,5299841.0,Disputed,contractor_bills\SATTI_APTS_C007_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,1009361.38,,contractor_bills\SATTI_APTS_C007_RunBill_01.xlsx,contractor_bills,SATTI_APTS
,,,,,3600710.86,,contractor_bills\SATTI_APTS_C007_RunBill_01.xlsx,contractor_bills,SATTI_APTS
